time,temperature_2m,relative_humidity_2m,apparent_temperature,rain,showers,snowfall,cloud_cover,wind_speed_10m
1730994300,9.949999809265137,69.0,8.056479454040527,0.0,0.0,0.0,5.0,3.9600000381469727
